call_id,rep_id,stage,objection_type,deal_size,used_recommended_play,won,transcript_snippet
714,1,negotiation,no_budget,5460.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
715,8,closing,need_stakeholder_buyin,23877.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
716,12,discovery,already_using_competitor,1000.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
717,17,negotiation,need_more_features,5103.0,0,1,[Prospect]: objection raised re: need more features. [Rep]: improvised response.
718,18,negotiation,need_more_features,36188.0,0,0,[Prospect]: objection raised re: need more features. [Rep]: improvised response.
719,20,discovery,no_budget,8660.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
720,11,negotiation,not_a_priority_now,9610.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
721,20,demo,need_stakeholder_buyin,8105.0,0,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
722,5,negotiation,price_too_high,4898.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
723,17,demo,price_too_high,23006.0,0,1,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
724,6,negotiation,need_stakeholder_buyin,16051.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
725,3,demo,need_more_features,29791.0,1,0,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
726,21,closing,not_a_priority_now,1000.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
727,6,negotiation,implementation_time_concern,1765.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
728,3,closing,need_more_features,24123.0,1,0,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
729,24,negotiation,need_more_features,3518.0,1,0,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
730,22,closing,already_using_competitor,13767.0,1,1,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
731,7,closing,need_stakeholder_buyin,9685.0,1,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
732,18,negotiation,need_more_features,4795.0,1,0,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
733,22,closing,implementation_time_concern,5144.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
734,22,demo,implementation_time_concern,9722.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
735,15,discovery,implementation_time_concern,3053.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
736,2,demo,need_stakeholder_buyin,24412.0,0,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
737,12,closing,price_too_high,10559.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
738,10,demo,not_a_priority_now,44925.0,1,0,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
739,11,demo,not_a_priority_now,3428.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
740,1,discovery,implementation_time_concern,1643.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
741,4,discovery,not_a_priority_now,1998.0,0,1,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
742,19,negotiation,security_compliance_concern,6299.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
743,3,demo,need_more_features,3305.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
744,23,closing,security_compliance_concern,24672.0,0,1,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
745,17,demo,need_stakeholder_buyin,6964.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
746,8,closing,security_compliance_concern,4939.0,0,0,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
747,3,closing,need_stakeholder_buyin,1535.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
748,20,discovery,already_using_competitor,12202.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
749,12,discovery,need_more_features,1795.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
750,7,discovery,no_budget,9386.0,0,0,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
751,5,negotiation,need_stakeholder_buyin,4796.0,1,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
752,23,negotiation,security_compliance_concern,28441.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
753,5,negotiation,security_compliance_concern,26425.0,0,0,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
754,6,discovery,need_stakeholder_buyin,3481.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
755,20,discovery,not_a_priority_now,5071.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
756,11,discovery,need_more_features,8020.0,0,0,[Prospect]: objection raised re: need more features. [Rep]: improvised response.
757,7,closing,price_too_high,22499.0,0,0,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
758,16,demo,need_stakeholder_buyin,8804.0,0,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
759,24,discovery,not_a_priority_now,8852.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
760,23,negotiation,price_too_high,15596.0,1,0,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
761,24,discovery,security_compliance_concern,10508.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
762,3,discovery,need_stakeholder_buyin,7924.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
763,3,closing,security_compliance_concern,2600.0,1,0,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
764,6,negotiation,need_more_features,44419.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
765,10,closing,security_compliance_concern,6637.0,1,0,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
766,3,closing,need_more_features,5158.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
767,20,closing,not_a_priority_now,3425.0,1,1,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
768,21,discovery,need_stakeholder_buyin,8200.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
769,13,discovery,security_compliance_concern,10562.0,1,0,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
770,10,discovery,security_compliance_concern,10801.0,1,0,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
771,24,negotiation,implementation_time_concern,9766.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
772,10,demo,not_a_priority_now,1000.0,1,0,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
773,4,discovery,need_more_features,16226.0,1,0,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
774,18,demo,no_budget,5756.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
775,3,discovery,price_too_high,24792.0,1,0,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
776,18,discovery,price_too_high,61008.0,1,0,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
777,17,negotiation,need_more_features,28083.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
778,19,closing,need_stakeholder_buyin,6966.0,1,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
779,21,closing,security_compliance_concern,22269.0,1,0,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
780,23,demo,price_too_high,18042.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
781,2,demo,security_compliance_concern,1765.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
782,14,demo,already_using_competitor,54280.0,1,1,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
783,21,negotiation,need_stakeholder_buyin,5423.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
784,9,negotiation,already_using_competitor,40611.0,0,1,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
785,18,closing,need_more_features,2623.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
786,5,negotiation,price_too_high,7548.0,0,0,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
787,20,demo,need_more_features,4819.0,0,0,[Prospect]: objection raised re: need more features. [Rep]: improvised response.
788,16,demo,need_more_features,18658.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
789,14,discovery,not_a_priority_now,10769.0,1,1,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
790,4,negotiation,not_a_priority_now,11938.0,1,1,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
791,3,negotiation,no_budget,6727.0,0,0,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
792,12,discovery,security_compliance_concern,4514.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
793,23,discovery,already_using_competitor,3090.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
794,16,demo,already_using_competitor,7313.0,1,0,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
795,6,negotiation,need_stakeholder_buyin,20574.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
796,2,negotiation,not_a_priority_now,1998.0,1,1,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
797,20,negotiation,already_using_competitor,11458.0,1,1,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
798,18,demo,already_using_competitor,21871.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
799,10,closing,implementation_time_concern,5455.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
800,2,negotiation,need_stakeholder_buyin,2542.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
801,22,discovery,already_using_competitor,21805.0,1,1,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
802,18,demo,need_stakeholder_buyin,24311.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
803,20,negotiation,security_compliance_concern,17394.0,0,0,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
804,23,negotiation,implementation_time_concern,60767.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
805,16,negotiation,no_budget,4528.0,0,1,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
806,1,demo,need_stakeholder_buyin,8108.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
807,19,negotiation,already_using_competitor,4611.0,1,1,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
808,3,closing,price_too_high,10132.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
809,14,negotiation,implementation_time_concern,29460.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
810,16,discovery,price_too_high,5656.0,1,0,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
811,20,demo,not_a_priority_now,12961.0,1,1,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
812,4,closing,price_too_high,11936.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
813,5,closing,not_a_priority_now,12842.0,1,0,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
814,16,closing,already_using_competitor,33991.0,1,0,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
815,24,discovery,security_compliance_concern,26304.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
816,18,discovery,price_too_high,27502.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
817,14,demo,need_more_features,3414.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
818,6,discovery,need_stakeholder_buyin,1832.0,1,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
819,15,closing,need_more_features,4101.0,0,0,[Prospect]: objection raised re: need more features. [Rep]: improvised response.
820,8,closing,implementation_time_concern,9960.0,0,1,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
821,13,discovery,not_a_priority_now,34148.0,1,1,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
822,15,negotiation,security_compliance_concern,6491.0,0,0,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
823,1,closing,no_budget,41432.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
824,12,negotiation,already_using_competitor,12624.0,1,0,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
825,5,negotiation,need_stakeholder_buyin,1242.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
826,2,discovery,security_compliance_concern,2927.0,0,0,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
827,21,discovery,price_too_high,1226.0,0,0,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
828,23,demo,implementation_time_concern,6715.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
829,21,negotiation,already_using_competitor,3070.0,1,0,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
830,22,demo,no_budget,5962.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
831,9,demo,already_using_competitor,35400.0,1,1,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
832,7,discovery,implementation_time_concern,3738.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
833,6,demo,need_more_features,6170.0,0,0,[Prospect]: objection raised re: need more features. [Rep]: improvised response.
834,17,negotiation,implementation_time_concern,9693.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
835,5,negotiation,price_too_high,45516.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
836,8,negotiation,not_a_priority_now,7164.0,1,0,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
837,19,discovery,price_too_high,23217.0,0,0,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
838,11,closing,security_compliance_concern,1718.0,0,0,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
839,19,discovery,not_a_priority_now,3402.0,1,0,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
840,4,closing,implementation_time_concern,73692.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
841,23,discovery,not_a_priority_now,4815.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
842,13,demo,security_compliance_concern,7546.0,1,0,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
843,7,discovery,implementation_time_concern,28632.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
844,22,discovery,need_more_features,16493.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
845,19,discovery,price_too_high,11444.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
846,0,negotiation,not_a_priority_now,2410.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
847,14,demo,implementation_time_concern,2079.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
848,23,demo,implementation_time_concern,5627.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
849,14,closing,need_stakeholder_buyin,8896.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
850,17,negotiation,security_compliance_concern,43744.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
851,8,discovery,already_using_competitor,3050.0,1,1,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
852,23,negotiation,need_more_features,1397.0,0,1,[Prospect]: objection raised re: need more features. [Rep]: improvised response.
853,3,negotiation,need_more_features,2465.0,1,0,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
854,11,closing,security_compliance_concern,7440.0,1,0,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
855,8,demo,security_compliance_concern,7120.0,0,0,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
856,9,discovery,no_budget,3241.0,0,0,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
857,8,closing,already_using_competitor,4370.0,0,1,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
858,23,demo,security_compliance_concern,1835.0,1,0,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
859,23,demo,no_budget,4039.0,1,0,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
860,22,discovery,security_compliance_concern,12375.0,0,0,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
861,5,negotiation,need_stakeholder_buyin,5057.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
862,8,negotiation,need_stakeholder_buyin,6225.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
863,13,demo,already_using_competitor,1566.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
864,2,discovery,no_budget,12090.0,0,0,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
865,15,discovery,need_more_features,7777.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
866,22,negotiation,need_stakeholder_buyin,16504.0,1,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
867,2,discovery,implementation_time_concern,5722.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
868,10,discovery,not_a_priority_now,13155.0,1,1,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
869,22,discovery,no_budget,1442.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
870,2,negotiation,already_using_competitor,10764.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
871,0,demo,not_a_priority_now,3709.0,0,1,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
872,22,discovery,no_budget,12149.0,0,0,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
873,5,demo,need_stakeholder_buyin,2360.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
874,23,negotiation,need_more_features,10493.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
875,11,closing,need_stakeholder_buyin,19643.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
876,1,closing,price_too_high,3469.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
877,18,negotiation,need_more_features,6403.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
878,23,negotiation,not_a_priority_now,5082.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
879,20,demo,not_a_priority_now,4447.0,0,1,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
880,15,negotiation,price_too_high,15870.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
881,10,demo,not_a_priority_now,19010.0,1,0,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
882,9,demo,need_more_features,3153.0,1,0,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
883,19,discovery,price_too_high,24396.0,0,1,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
884,12,negotiation,security_compliance_concern,8476.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
885,13,demo,need_more_features,5669.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
886,1,discovery,implementation_time_concern,6592.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
887,21,demo,not_a_priority_now,2779.0,1,0,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
888,21,closing,not_a_priority_now,18760.0,1,1,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
889,19,closing,need_more_features,5019.0,1,0,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
890,20,negotiation,price_too_high,5666.0,0,0,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
891,9,closing,implementation_time_concern,45856.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
892,20,discovery,already_using_competitor,1784.0,1,0,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
893,10,closing,security_compliance_concern,11243.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
894,10,closing,not_a_priority_now,5390.0,1,1,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
895,1,demo,implementation_time_concern,6287.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
896,2,closing,no_budget,7623.0,0,1,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
897,12,closing,implementation_time_concern,4390.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
898,18,demo,already_using_competitor,6035.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
899,2,discovery,no_budget,57415.0,0,0,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
900,6,negotiation,implementation_time_concern,10040.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
901,22,negotiation,need_stakeholder_buyin,6385.0,1,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
902,18,demo,need_stakeholder_buyin,17304.0,1,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
903,2,demo,need_stakeholder_buyin,1443.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
904,12,demo,no_budget,69530.0,0,0,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
905,6,negotiation,implementation_time_concern,13226.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
906,7,negotiation,need_stakeholder_buyin,4734.0,0,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
907,10,negotiation,not_a_priority_now,4567.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
908,19,demo,no_budget,1531.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
909,15,demo,not_a_priority_now,5967.0,1,1,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
910,4,closing,implementation_time_concern,26082.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
911,18,negotiation,need_more_features,3807.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
912,4,discovery,no_budget,13033.0,0,0,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
913,8,discovery,security_compliance_concern,4759.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
914,1,discovery,already_using_competitor,4814.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
915,3,demo,implementation_time_concern,5270.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
916,19,demo,need_more_features,8915.0,1,0,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
917,23,discovery,no_budget,2483.0,0,0,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
918,12,negotiation,security_compliance_concern,13933.0,1,0,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
919,17,demo,need_more_features,3178.0,0,0,[Prospect]: objection raised re: need more features. [Rep]: improvised response.
920,3,demo,need_stakeholder_buyin,5040.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
921,3,demo,need_stakeholder_buyin,10450.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
922,24,discovery,implementation_time_concern,4909.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
923,23,closing,price_too_high,2030.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
924,10,closing,no_budget,11484.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
925,0,negotiation,need_stakeholder_buyin,8468.0,1,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
926,23,demo,implementation_time_concern,9386.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
927,8,discovery,need_more_features,6433.0,1,0,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
928,16,negotiation,need_stakeholder_buyin,6909.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
929,0,discovery,security_compliance_concern,5192.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
930,20,discovery,security_compliance_concern,15510.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
931,13,discovery,need_stakeholder_buyin,2464.0,1,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
932,18,demo,already_using_competitor,13174.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
933,14,discovery,need_more_features,1039.0,0,0,[Prospect]: objection raised re: need more features. [Rep]: improvised response.
934,7,closing,need_more_features,1510.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
935,9,demo,need_stakeholder_buyin,1000.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
936,0,demo,no_budget,23710.0,0,0,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
937,14,demo,security_compliance_concern,49838.0,0,0,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
938,8,closing,price_too_high,7103.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
939,8,discovery,implementation_time_concern,30526.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
940,8,closing,security_compliance_concern,9798.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
941,0,demo,security_compliance_concern,8603.0,0,0,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
942,10,discovery,need_more_features,15882.0,0,0,[Prospect]: objection raised re: need more features. [Rep]: improvised response.
943,9,discovery,security_compliance_concern,82849.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
944,16,demo,need_stakeholder_buyin,18469.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
945,19,demo,no_budget,28506.0,1,0,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
946,8,closing,need_stakeholder_buyin,7045.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
947,20,discovery,implementation_time_concern,5275.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
948,3,demo,no_budget,1000.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
